term,language,classification,tier,file,surface,context,occurrences,customer_importance,ru_proposal,ro_proposal,english_once,owner_decision_required,tier_1_reason,decision_critical,conversion_risk,first_time_owner_comprehension,notes
"Required Payments","RO","A","2","ro/treasury-waterfall.html","PROSE","= Required Payments − Available Cash","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Accounting","RO","A","2","ro/treasury-waterfall.html","CARD","Accounting","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Operations","RO","A","2","ro/treasury-waterfall.html","CARD","Operations","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Department Head","RO","A","2","ro/treasury-waterfall.html","CARD","Department Head","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Project Manager","RO","A","2","ro/treasury-waterfall.html","CARD","Project Manager","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Mandatory payments","RO","A","2","ro/treasury-waterfall.html","PROSE","Cash today, Confirmed inflows, Mandatory payments, Free Treasury Cash, Funding Gap, Payment Queue, Blocked payments, 7/14/30 coverage.","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Confirmed inflows","RO","A","2","ro/treasury-waterfall.html","PROSE","Cash today, Confirmed inflows, Mandatory payments, Free Treasury Cash, Funding Gap, Payment Queue, Blocked payments, 7/14/30 coverage.","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Blocked payments","RO","A","2","ro/treasury-waterfall.html","PROSE","Cash today, Confirmed inflows, Mandatory payments, Free Treasury Cash, Funding Gap, Payment Queue, Blocked payments, 7/14/30 coverage.","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Cash today","RO","A","2","ro/treasury-waterfall.html","PROSE","Cash today, Confirmed inflows, Mandatory payments, Free Treasury Cash, Funding Gap, Payment Queue, Blocked payments, 7/14/30 coverage.","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Daily treasury report","RO","A","2","ro/treasury-waterfall.html","CARD","Daily treasury report","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Payment Waterfall","RO","A","2","ro/treasury-waterfall.html","CARD","Payment Waterfall","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Blocked Payments","RO","A","2","ro/treasury-waterfall.html","CARD","Blocked Payments","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Approved but Unpaid","RO","A","2","ro/treasury-waterfall.html","CARD","Approved but Unpaid","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"Gate","RO","A","2","ro/treasury-waterfall.html","CARD","Owner comerț cu ridicata / distribuție Gate","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"FAQ","RO","A","2","ro/treasury-waterfall.html","PROSE","FAQ","1","LOW","","","NO","NO","","NO","MEDIUM","FAIL","wording not yet proposed — long tail"
"cash conversion cycle","RU","A","3","cash-flow.html templates.html working-capital.html","PROSE META OPEN_GRAPH TWITTER JSON_LD CTA","Контролировать нужно DSO (дни дебиторки), DPO (дни кредиторки), DIO (дни запасов) и cash conversion cycle.","9","MEDIUM","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"DIO","RU","B","3","cash-flow.html working-capital.html","PROSE META OPEN_GRAPH TWITTER JSON_LD","Контролировать нужно DSO (дни дебиторки), DPO (дни кредиторки), DIO (дни запасов) и cash conversion cycle.","9","MEDIUM","Срок оборота запасов","Durata de rotație a stocurilor","YES","NO","","NO","LOW","FAIL",""
"DIO","RO","B","3","ro/cash-flow.html ro/working-capital.html","PROSE META OPEN_GRAPH TWITTER JSON_LD","Trebuie controlate DSO (zilele creanțelor), DPO (zilele datoriilor către furnizori), DIO (zilele stocurilor) și cash conversion cycle.","9","MEDIUM","Срок оборота запасов","Durata de rotație a stocurilor","YES","NO","","NO","LOW","FAIL",""
"EBITDA","RU","B","3","templates.html upravlencheskiy-pl.html","PROSE META OPEN_GRAPH TWITTER JSON_LD","Структура управленческого отчёта о прибыли: выручка и маржа по направлениям, расходы по смыслу, EBITDA и чистая прибыль.","7","MEDIUM","Прибыль до вычета процентов, налогов и амортизации","Profit înainte de dobânzi, impozite și amortizare","YES","NO","","NO","LOW","FAIL",""
"EBITDA","RO","B","3","ro/templates.html ro/upravlencheskiy-pl.html","PROSE META OPEN_GRAPH TWITTER JSON_LD","Structura raportului managerial de profit: venituri și marjă pe direcții, cheltuieli grupate pe destinație, EBITDA și profit net.","7","MEDIUM","Прибыль до вычета процентов, налогов и амортизации","Profit înainte de dobânzi, impozite și amortizare","YES","NO","","NO","LOW","FAIL",""
"Payment Calendar","RU","A","3","platezhnyy-kalendar.html templates.html","BUTTON TITLE OPEN_GRAPH TWITTER PROSE","Запросить шаблон Payment Calendar","6","MEDIUM","Платёжный календарь","Calendar de plăți","NO","NO","","NO","LOW","FAIL",""
"Payment Calendar","RO","A","3","ro/platezhnyy-kalendar.html ro/templates.html","BUTTON TITLE OPEN_GRAPH TWITTER PROSE","Solicitați șablonul Payment Calendar","6","MEDIUM","Платёжный календарь","Calendar de plăți","NO","NO","","NO","LOW","FAIL",""
"Treasury Fund Planning","RU","B","3","templates.html","META OPEN_GRAPH TWITTER JSON_LD PROSE","Финансовые шаблоны FINMENTOR: P&L, Cash Flow, платёжный календарь, KPI Dashboard, Monthly Owner Report, Treasury Fund Planning, Investment Model.","5","MEDIUM","Планирование фондов казначейства","Planificarea fondurilor de trezorerie","YES","NO","","NO","LOW","FAIL",""
"Monthly Owner Report","RU","E","3","templates.html","META OPEN_GRAPH TWITTER JSON_LD PROSE","Финансовые шаблоны FINMENTOR: P&L, Cash Flow, платёжный календарь, KPI Dashboard, Monthly Owner Report, Treasury Fund Planning, Investment Model.","5","MEDIUM","Ежемесячный отчёт собственника","Raportul lunar al proprietarului","YES","YES","","NO","LOW","FAIL","deliverable name"
"Investment Model","RU","A","3","templates.html","META OPEN_GRAPH TWITTER JSON_LD PROSE","Финансовые шаблоны FINMENTOR: P&L, Cash Flow, платёжный календарь, KPI Dashboard, Monthly Owner Report, Treasury Fund Planning, Investment Model.","5","MEDIUM","Инвестиционная модель","Model investițional","NO","NO","","NO","LOW","FAIL",""
"Due AP","RU","B","3","working-capital.html","PROSE CARD","Кредиторку нельзя считать «чужими деньгами, которыми можно пользоваться». Нормальная кредиторка в сроке — это supplier financing, который финансирует цикл. Но т","5","MEDIUM","Кредиторская задолженность к оплате","Datorii scadente către furnizori","YES","NO","","NO","LOW","FAIL",""
"Treasury Fund Planning","RO","B","3","ro/templates.html","META OPEN_GRAPH TWITTER JSON_LD PROSE","Șabloane financiare FINMENTOR: P&L, Cash Flow, calendarul plăților, KPI Dashboard, Monthly Owner Report, Treasury Fund Planning, Investment Model.","5","MEDIUM","Планирование фондов казначейства","Planificarea fondurilor de trezorerie","YES","NO","","NO","LOW","FAIL",""
"Monthly Owner Report","RO","E","3","ro/templates.html","META OPEN_GRAPH TWITTER JSON_LD PROSE","Șabloane financiare FINMENTOR: P&L, Cash Flow, calendarul plăților, KPI Dashboard, Monthly Owner Report, Treasury Fund Planning, Investment Model.","5","MEDIUM","Ежемесячный отчёт собственника","Raportul lunar al proprietarului","YES","YES","","NO","LOW","FAIL","deliverable name"
"Investment Model","RO","A","3","ro/templates.html","META OPEN_GRAPH TWITTER JSON_LD PROSE","Șabloane financiare FINMENTOR: P&L, Cash Flow, calendarul plăților, KPI Dashboard, Monthly Owner Report, Treasury Fund Planning, Investment Model.","5","MEDIUM","Инвестиционная модель","Model investițional","NO","NO","","NO","LOW","FAIL",""
"Due AP","RO","B","3","ro/working-capital.html","PROSE CARD","Datoriile către furnizori nu pot fi considerate „bani străini de care te poți folosi”. Datoria normală, în termen, este supplier financing care finanțează ciclu","5","MEDIUM","Кредиторская задолженность к оплате","Datorii scadente către furnizori","YES","NO","","NO","LOW","FAIL",""
"KPI Dashboard","RU","A","3","templates.html","META OPEN_GRAPH TWITTER JSON_LD","Финансовые шаблоны FINMENTOR: P&L, Cash Flow, платёжный календарь, KPI Dashboard, Monthly Owner Report, Treasury Fund Planning, Investment Model.","4","MEDIUM","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"JS-","RU","A","3","terms.html","META OPEN_GRAPH PROSE","Условия использования материалов FINMENTOR™: авторские права, запрет копирования методологии, структуры, визуальных элементов, HTML/CSS/JS-реализации и коммерче","4","MEDIUM","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Recoverable VAT","RU","E","3","working-capital.html","PROSE CARD","Recoverable VAT","4","MEDIUM","Возмещаемый НДС","TVA recuperabilă","YES","YES","","NO","LOW","FAIL","MODULE/metric"
"KPI Dashboard","RO","A","3","ro/templates.html","META OPEN_GRAPH TWITTER JSON_LD","Șabloane financiare FINMENTOR: P&L, Cash Flow, calendarul plăților, KPI Dashboard, Monthly Owner Report, Treasury Fund Planning, Investment Model.","4","MEDIUM","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Recoverable VAT","RO","E","3","ro/working-capital.html","PROSE CARD","Recoverable VAT","4","MEDIUM","Возмещаемый НДС","TVA recuperabilă","YES","YES","","NO","LOW","FAIL","MODULE/metric"
"template","RU","A","3","templates.html upravlencheskiy-pl.html","PROSE BUTTON","Прибыль и убытки template","3","MEDIUM","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Collectible AR","RU","A","3","working-capital.html","PROSE CARD","Collectible AR","3","MEDIUM","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Collectible AR","RO","A","3","ro/working-capital.html","PROSE CARD","Collectible AR","3","MEDIUM","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Cash Conversion Cycle","RU","B","3","working-capital.html","PROSE CARD","Cash Conversion Cycle","2","LOW","Цикл оборота денег","Ciclul de conversie a numerarului","YES","NO","","NO","LOW","FAIL",""
"slow-moving","RU","A","3","working-capital.html","PROSE CARD","Старые остатки нельзя считать по полной себестоимости как свободный ресурс. Свежий ходовой товар почти равен деньгам; slow-moving и dead stock требуют уценки, р","2","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"dead stock","RU","A","3","working-capital.html","PROSE CARD","Старые остатки нельзя считать по полной себестоимости как свободный ресурс. Свежий ходовой товар почти равен деньгам; slow-moving и dead stock требуют уценки, р","2","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Net Working Capital","RU","A","3","working-capital.html","PROSE","Net Working Capital = Current Assets − Current Liabilities","2","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Quality-Adjusted Working Capital","RU","A","3","working-capital.html","PROSE CARD","Quality-Adjusted Working Capital","2","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Liquid Inventory","RU","A","3","working-capital.html","PROSE CARD","= Available Cash + Collectible AR + Liquid Inventory + Recoverable VAT − Due AP − Mandatory Liabilities − Minimum Reserve","2","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Cash Conversion Cycle","RO","B","3","ro/working-capital.html","PROSE CARD","Cash Conversion Cycle","2","LOW","Цикл оборота денег","Ciclul de conversie a numerarului","YES","NO","","NO","LOW","FAIL",""
"Net Working Capital","RO","A","3","ro/working-capital.html","PROSE","Net Working Capital = Current Assets − Current Liabilities","2","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Quality-Adjusted Working Capital","RO","A","3","ro/working-capital.html","PROSE CARD","Quality-Adjusted Working Capital","2","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Liquid Inventory","RO","A","3","ro/working-capital.html","PROSE CARD","= Available Cash + Collectible AR + Liquid Inventory + Recoverable VAT − Due AP − Mandatory Liabilities − Minimum Reserve","2","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Rom","RU","A","3","404.html","PROSE","Română","1","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"FINMENTOR CFO-","RU","A","3","index.html","JSON_LD","FINMENTOR CFO-система финансового контроля","1","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"treasury-","RU","A","3","kaznacheystvo.html","PROSE","В группе компаний платежи шли несогласованно. После постановки фондов, водопада и Payment Gate ликвидность стала управляемой, а собственник получил один контур ","1","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"Notes","RU","A","3","materials.html","PROSE","Финансовый директор Notes","1","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"External CFO","RU","B","3","questionnaire.html","JSON_LD","External CFO и финансовая архитектура для собственников бизнеса: Cash Flow, P&L, KPI, казначейство, маржа, риски и управленческий контроль.","1","LOW","Внешний финансовый директор","Director financiar extern","YES","NO","","NO","LOW","FAIL","the core offer — must be instantly clear"
"Payment Calendar Pro","RU","A","3","templates.html","PROSE","Payment Calendar Pro","1","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"AR Aging Template","RU","A","3","templates.html","PROSE","AR Aging Template","1","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
"AP Aging Template","RU","A","3","templates.html","PROSE","AP Aging Template","1","LOW","","","NO","NO","","NO","LOW","FAIL","wording not yet proposed — long tail"
